,Dataname,Ontologyname,score
4416,INTERVAL,socketNumber,0.458
4417,INTERVAL,socketType,0.414
4418,INTERVAL,softwareReference,0.436
4419,INTERVAL,source,0.444
4420,INTERVAL,speed,0.53
4421,INTERVAL,speedFactor,0.417
4422,INTERVAL,sprayType,0.305
4423,INTERVAL,standard,0.626
4424,INTERVAL,startedAtTime,0.576
4425,INTERVAL,staticDescription,0.437
4426,INTERVAL,status,0.542
4427,INTERVAL,storageType,0.443
4428,INTERVAL,storesEnergy,0.42
4429,INTERVAL,storesEnergyType,0.405
4430,INTERVAL,sub_category,0.338
4431,INTERVAL,supplier_name,0.382
4432,INTERVAL,suppliesTo,0.484
4433,INTERVAL,supported_network,0.447
4434,INTERVAL,supported_protocol,0.482
4435,INTERVAL,supportsReselection,0.467
4436,INTERVAL,supportsSingleSlotSchedulingOnly,0.412
4437,INTERVAL,switchFunction,0.45
4438,INTERVAL,tap_position,0.471
4439,INTERVAL,taskIdentifier,0.314
4440,INTERVAL,td,0.473
4441,INTERVAL,temperatureClassification,0.518
4442,INTERVAL,text,0.49
4443,INTERVAL,thdCurrent,0.346
4444,INTERVAL,thdVoltage,0.348
4445,INTERVAL,ti,0.422
4446,INTERVAL,timeDuration,0.61
4447,INTERVAL,time_stamp,0.518
4448,INTERVAL,title,0.44
4449,INTERVAL,topDataProperty,0.411
4450,INTERVAL,topObjectProperty,0.347
4451,INTERVAL,totalActiveEnergyExport,0.298
4452,INTERVAL,totalActiveEnergyImport,0.312
4453,INTERVAL,totalActivePower,0.343
4454,INTERVAL,totalApparentEnergyExport,0.335
4455,INTERVAL,totalApparentEnergyImport,0.378
4456,INTERVAL,totalApparentPower,0.388
4457,INTERVAL,totalDisplacementPowerFactor,0.267
4458,INTERVAL,totalPowerFactor,0.36
4459,INTERVAL,totalReactiveEnergyExport,0.269
4460,INTERVAL,totalReactiveEnergyImport,0.284
4461,INTERVAL,totalReactivePower,0.316
4462,INTERVAL,totalSequencesCountMax,0.457
4463,INTERVAL,transformerVectorGroup,0.255
4464,INTERVAL,triggersEventActionConsume,0.31
4465,INTERVAL,triggersEventActionProduce,0.285
4466,INTERVAL,type,0.445
4467,INTERVAL,upper,0.495
4468,INTERVAL,uses,0.506
4469,INTERVAL,valueSource,0.443
4470,INTERVAL,valveMechanism,0.435
4471,INTERVAL,valveOperation,0.492
4472,INTERVAL,valvePattern,0.51
4473,INTERVAL,versionInfo,0.396
4474,INTERVAL,voltage,0.433
4475,INTERVAL,voltage_level,0.444
4476,INTERVAL,waterFlowControlSystemType,0.359
4477,INTERVAL,width,0.543
4478,INTERVAL,writable,0.444
4479,INTERVAL,yearOfInstallation,0.515
4480,VALUE,EPnren,0.402
4481,VALUE,EPren,0.438
4482,VALUE,EnergyConversionSystemType,0.459
4483,VALUE,Owner,0.61
4484,VALUE,acceptedPaymentMethod,0.483
4485,VALUE,accessType,0.466
4486,VALUE,accommodationCapacity,0.415
4487,VALUE,accompanying,0.463
4488,VALUE,accomplishes,0.36
4489,VALUE,accuracy,0.668
4490,VALUE,acquaintanceOf,0.447
4491,VALUE,activeEnergyExport,0.4
4492,VALUE,activeEnergyImport,0.407
4493,VALUE,activePower,0.505
4494,VALUE,activeRepetitionNumber,0.455
4495,VALUE,activeSlotNumber,0.466
4496,VALUE,active_power,0.505
4497,VALUE,actsTo,0.436
4498,VALUE,actsUpon,0.414
4499,VALUE,additionalInformation,0.534
4500,VALUE,address,0.586
4501,VALUE,adjacentTo,0.443
4502,VALUE,age,0.521
4503,VALUE,allowedVehicleType,0.41
4504,VALUE,alt,0.55
4505,VALUE,alternateName,0.486
4506,VALUE,alternativesCount,0.603
4507,VALUE,alternativesGroupID,0.363
4508,VALUE,amperage,0.445
4509,VALUE,answer,0.618
4510,VALUE,apparentEnergyExport,0.449
4511,VALUE,apparentEnergyImport,0.482
4512,VALUE,apparentPower,0.575
4513,VALUE,application,0.586
4514,VALUE,area,0.573
4515,VALUE,areaServed,0.501
4516,VALUE,arrangement,0.504
4517,VALUE,assignedRoute,0.448
4518,VALUE,atTime,0.54
4519,VALUE,attendee,0.405
4520,VALUE,attendeeOf,0.398
4521,VALUE,availableCapacity,0.524
4522,VALUE,base,0.56
4523,VALUE,belongsTo,0.496
4524,VALUE,bladeAction,0.397
4525,VALUE,bladeEdge,0.396
4526,VALUE,bladeShape,0.427
4527,VALUE,buildingInfo,0.428
4528,VALUE,capacity,0.567
4529,VALUE,capacityControl,0.514
4530,VALUE,capacityControlType,0.499
4531,VALUE,capacityPeople,0.491
4532,VALUE,certificateCode,0.437
4533,VALUE,certificateObject,0.419
4534,VALUE,certifierCategory,0.361
4535,VALUE,certifierCode,0.375
4536,VALUE,changeNote,0.613
4537,VALUE,chargeType,0.519
4538,VALUE,cheapest,0.456
4539,VALUE,circuitType,0.509
4540,VALUE,citation,0.579
4541,VALUE,climaticZone,0.394
4542,VALUE,colorAppearance,0.452
4543,VALUE,colorRenderingIndex,0.415
4544,VALUE,comment,0.52
4545,VALUE,composes,0.444
4546,VALUE,connectedTo,0.445
4547,VALUE,connected_actuator,0.316
4548,VALUE,connected_sensor,0.434
4549,VALUE,consistsOf,0.556
4550,VALUE,consumesEnergy,0.459
4551,VALUE,consumesEnergyType,0.486
4552,VALUE,contactDetails,0.401
4553,VALUE,contactPoint,0.457
4554,VALUE,contain_of,0.531
4555,VALUE,contains,0.547
4556,VALUE,containsAssumption,0.516
4557,VALUE,containsConstant,0.64
4558,VALUE,containsEquation,0.582
4559,VALUE,containsU-value,0.793
4560,VALUE,containsVariable,0.559
4561,VALUE,context,0.539
4562,VALUE,contributor,0.537
4563,VALUE,controlStrategy,0.463
4564,VALUE,control_asset,0.531
4565,VALUE,controll_asset,0.5
4566,VALUE,controlled_asset,0.499
4567,VALUE,controlled_property,0.514
4568,VALUE,controlsProperty,0.517
4569,VALUE,cost,0.578
4570,VALUE,country,0.566
4571,VALUE,created,0.546
4572,VALUE,created_at,0.508
4573,VALUE,creator,0.548
4574,VALUE,current,0.63
4575,VALUE,currentUseThermal,0.518
4576,VALUE,current_level,0.596
4577,VALUE,dataProvider,0.532
4578,VALUE,data_provider,0.532
4579,VALUE,date,0.526
4580,VALUE,dateCreated,0.537
4581,VALUE,dateEnergyMeteringStarted,0.469
4582,VALUE,dateModified,0.553
4583,VALUE,dateObserved,0.546
4584,VALUE,dateObservedFrom,0.521
4585,VALUE,dateObservedTo,0.52
4586,VALUE,dateOfExpiration,0.431
4587,VALUE,dateOfInspection,0.457
4588,VALUE,dateOfIssue,0.462
4589,VALUE,definition,0.594
4590,VALUE,deliversEnergy,0.496
4591,VALUE,deliversEnergyType,0.499
4592,VALUE,description,0.555
4593,VALUE,destination,0.583
4594,VALUE,domainIncludes,0.466
4595,VALUE,duration,0.532
4596,VALUE,dynamicDescription,0.506
4597,VALUE,editorialNote,0.497
4598,VALUE,endShapeType,0.452
4599,VALUE,endedAtTime,0.482
4600,VALUE,energyCarrierType,0.453
4601,VALUE,energyConsumedBy,0.531
4602,VALUE,energyConsumption,0.566
4603,VALUE,energyConversionSystemCode,0.45
4604,VALUE,energyDeliveredBy,0.49
4605,VALUE,energyPerformance,0.618
4606,VALUE,energyPerformanceReference,0.621
4607,VALUE,energyProducedBy,0.523
4608,VALUE,energySource,0.599
4609,VALUE,energyStoredBy,0.568
4610,VALUE,energySystemCategory,0.462
4611,VALUE,energyTypeConsumedBy,0.534
4612,VALUE,energyTypeDeliveredBy,0.497
4613,VALUE,energyTypeProducedBy,0.544
4614,VALUE,energyTypeStoredBy,0.585
4615,VALUE,evaporationCoolant,0.316
4616,VALUE,evaporationMediumType,0.343
4617,VALUE,event,0.579
4618,VALUE,eventID,0.492
4619,VALUE,eventOf,0.536
4620,VALUE,example,0.592
4621,VALUE,excludedFor,0.58
4622,VALUE,experiences,0.482
4623,VALUE,failPosition,0.485
4624,VALUE,familiarWith,0.511
4625,VALUE,featureOfInterest,0.493
4626,VALUE,finishColor,0.386
4627,VALUE,fireExit,0.367
4628,VALUE,firstName,0.519
4629,VALUE,floors_above_ground,0.339
4630,VALUE,floors_below_ground,0.331
4631,VALUE,flow,0.506
4632,VALUE,flowArrangement,0.452
4633,VALUE,forPerson,0.576
4634,VALUE,forSpace,0.524
4635,VALUE,frameSize,0.523
4636,VALUE,frameType,0.445
4637,VALUE,frequency,0.581
4638,VALUE,gender,0.477
4639,VALUE,geo,0.432
4640,VALUE,geoPointOf,0.456
4641,VALUE,greenest,0.441
4642,VALUE,groupSubscription,0.4
4643,VALUE,hadPrimarySource,0.485
4644,VALUE,hasAbility,0.493
4645,VALUE,hasActivityStatus,0.519
4646,VALUE,hasAirConditionedVolume,0.358
4647,VALUE,hasAppliedEventActionConsume,0.43
4648,VALUE,hasAppliedEventActionProduce,0.44
4649,VALUE,hasArea,0.493
4650,VALUE,hasAssociatedKPI,0.38
4651,VALUE,hasAssociatedObject,0.398
4652,VALUE,hasAssociatedZone,0.413
4653,VALUE,hasAvailabilityStatus,0.55
4654,VALUE,hasBeginning,0.44
4655,VALUE,hasBehavior,0.521
4656,VALUE,hasBuildingType,0.419
4657,VALUE,hasCalculation,0.644
4658,VALUE,hasCalculationComponent,0.578
4659,VALUE,hasCalculationModel,0.614
4660,VALUE,hasCommand,0.454
4661,VALUE,hasCongestion,0.44
4662,VALUE,hasDefrost,0.393
4663,VALUE,hasDescription,0.51
4664,VALUE,hasDeterminant,0.441
4665,VALUE,hasDeviationState,0.553
4666,VALUE,hasDirection,0.498
4667,VALUE,hasDisaggregation,0.317
4668,VALUE,hasEnd,0.499
4669,VALUE,hasEnergy,0.558
4670,VALUE,hasEnergyConversionSystem,0.428
4671,VALUE,hasEquipmentParameter,0.504
4672,VALUE,hasEquipmentType,0.435
4673,VALUE,hasEvaluationTimeStep,0.517
4674,VALUE,hasExtWall,0.375
4675,VALUE,hasExtWindow,0.364
4676,VALUE,hasExteriorInsulation,0.355
4677,VALUE,hasFitnessStatus,0.517
4678,VALUE,hasFloor,0.421
4679,VALUE,hasForecast,0.513
4680,VALUE,hasFunction,0.602
4681,VALUE,hasHotGasBypass,0.358
4682,VALUE,hasImpact,0.487
4683,VALUE,hasInfluenceOn,0.481
4684,VALUE,hasInput,0.556
4685,VALUE,hasIntensity,0.548
4686,VALUE,hasKPIDefinition,0.397
4687,VALUE,hasLocation,0.556
4688,VALUE,hasLock,0.421
4689,VALUE,hasManufacturer,0.49
4690,VALUE,hasMathML,0.403
4691,VALUE,hasMathematicalModel,0.551
4692,VALUE,hasMember,0.461
4693,VALUE,hasMeterReading,0.495
4694,VALUE,hasMeterReadingType,0.477
4695,VALUE,hasModel,0.567
4696,VALUE,hasMotionState,0.487
4697,VALUE,hasName,0.527
4698,VALUE,hasNavigationalState,0.432
4699,VALUE,hasNavigationalType,0.366
4700,VALUE,hasOccupancyParameter,0.457
4701,VALUE,hasOccupant,0.386
4702,VALUE,hasOutput,0.587
4703,VALUE,hasPartWinding,0.377
4704,VALUE,hasPerformanceGoal,0.537
4705,VALUE,hasPhotovoltaicType,0.368
4706,VALUE,hasPrice,0.602
4707,VALUE,hasProfile,0.527
4708,VALUE,hasProperty,0.559
4709,VALUE,hasQuality,0.573
4710,VALUE,hasRoof,0.419
4711,VALUE,hasSafetyValue,0.675
4712,VALUE,hasSchedule,0.432
4713,VALUE,hasSensingRange,0.419
4714,VALUE,hasSensorType,0.467
4715,VALUE,hasSeverity,0.481
4716,VALUE,hasSimpleResult,0.577
4717,VALUE,hasSpace,0.457
4718,VALUE,hasSpeed,0.476
4719,VALUE,hasState,0.549
4720,VALUE,hasThresholdMeasurement,0.569
4721,VALUE,hasTime,0.497
4722,VALUE,hasTimestamp,0.413
4723,VALUE,hasTurbulator,0.363
4724,VALUE,hasTypicalConsumption,0.529
4725,VALUE,hasUnit,0.525
4726,VALUE,hasValue,0.88
4727,VALUE,hasXTimesDeviated,0.428
4728,VALUE,hasYearOfConstruction,0.392
4729,VALUE,has_building,0.456
4730,VALUE,has_channel,0.427
4731,VALUE,has_email,0.414
4732,VALUE,has_floor,0.421
4733,VALUE,has_mobile_number,0.441
4734,VALUE,has_room,0.428
4735,VALUE,has_sensor,0.467
4736,VALUE,has_sub_zone,0.379
4737,VALUE,has_tenant,0.459
4738,VALUE,has_zone,0.491
4739,VALUE,heatTransferDimension,0.435
4740,VALUE,heatTransferMedium,0.375
4741,VALUE,heatTransferTypeEnum,0.377
4742,VALUE,heatingDegreeDays,0.468
4743,VALUE,height,0.56
4744,VALUE,higher_limit,0.552
4745,VALUE,historyNote,0.511
4746,VALUE,id,0.542
4747,VALUE,identifier,0.511
4748,VALUE,image,0.578
4749,VALUE,inXSDDateTime,0.379
4750,VALUE,in_building,0.442
4751,VALUE,in_floor,0.411
4752,VALUE,in_room,0.434
4753,VALUE,index,0.636
4754,VALUE,inspireId,0.403
4755,VALUE,installedIn,0.525
4756,VALUE,integratedLightingType,0.407
4757,VALUE,internalControl,0.489
4758,VALUE,ip_address,0.438
4759,VALUE,isAbout,0.598
4760,VALUE,isAccomplishedBy,0.425
4761,VALUE,isActedBy,0.391
4762,VALUE,isAirConditionedVolumeOf,0.347
4763,VALUE,isAreaOf,0.5
4764,VALUE,isAssociatedKPIOf,0.403
4765,VALUE,isAssociatedObjectOf,0.396
4766,VALUE,isAssociatedZoneOf,0.405
4767,VALUE,isAssumptionOf,0.528
4768,VALUE,isBeginningOf,0.446
4769,VALUE,isBehaviorOf,0.542
4770,VALUE,isBuildingTypeOf,0.375
4771,VALUE,isCalculationComponentOf,0.565
4772,VALUE,isCalculationModelOf,0.609
4773,VALUE,isCalculationOf,0.661
4774,VALUE,isCommandOf,0.457
4775,VALUE,isComposedBy,0.483
4776,VALUE,isConstantOf,0.681
4777,VALUE,isContainedIn,0.454
4778,VALUE,isControlledByDevice,0.41
4779,VALUE,isDefinedBy,0.591
4780,VALUE,isDeterminantOf,0.444
4781,VALUE,isDirectionOf,0.493
4782,VALUE,isDisaggregationOf,0.348
4783,VALUE,isEndOf,0.486
4784,VALUE,isEquationOf,0.602
4785,VALUE,isEquipmentParameterOf,0.502
4786,VALUE,isEquipmentTypeOf,0.404
4787,VALUE,isEvaluationTimeStepOf,0.51
4788,VALUE,isExperiencedBy,0.484
4789,VALUE,isExtWallOf,0.371
4790,VALUE,isExtWindowOf,0.371
4791,VALUE,isExternal,0.483
4792,VALUE,isFeatureOfInterestOf,0.455
4793,VALUE,isFloorOf,0.411
4794,VALUE,isForecastOf,0.551
4795,VALUE,isFreeHanging,0.39
4796,VALUE,isGuarded,0.396
4797,VALUE,isIlluminated,0.471
4798,VALUE,isIn,0.541
4799,VALUE,isInfluencedBy,0.509
4800,VALUE,isInputOf,0.566
4801,VALUE,isLocationOf,0.551
4802,VALUE,isMathematicalModelOf,0.543
4803,VALUE,isMeasuredByDevice,0.547
4804,VALUE,isMeasuredIn,0.641
4805,VALUE,isNeutralPrimaryTerminalAvailable,0.331
4806,VALUE,isNeutralSecondaryTerminalAvailable,0.316
4807,VALUE,isObservationResultOf,0.563
4808,VALUE,isObservationSamplingTimeOf,0.504
4809,VALUE,isObservedPropertyOf,0.538
4810,VALUE,isOccupancyParameterOf,0.473
4811,VALUE,isOccupantOf,0.387
4812,VALUE,isOfferedBy,0.47
4813,VALUE,isOutputOf,0.594
4814,VALUE,isPausable,0.467
4815,VALUE,isPerformanceGoalOf,0.532
4816,VALUE,isPhotovoltaicTypeOf,0.364
4817,VALUE,isPluggableOutlet,0.297
4818,VALUE,isPropertyOf,0.57
4819,VALUE,isProvidedBy,0.506
4820,VALUE,isRoofOf,0.42
4821,VALUE,isScheduleOf,0.408
4822,VALUE,isSpaceOf,0.449
4823,VALUE,isSpeedOf,0.502
4824,VALUE,isStoppable,0.376
4825,VALUE,isSuppliedBy,0.506
4826,VALUE,isU-valueOf,0.733
4827,VALUE,isUnitOf,0.522
4828,VALUE,isUsedFor,0.579
4829,VALUE,isVariableOf,0.589
4830,VALUE,isVersionOf,0.551
4831,VALUE,isWaterStorageHeater,0.433
4832,VALUE,is_located_at,0.494
4833,VALUE,issued,0.557
4834,VALUE,issuedBy,0.528
4835,VALUE,item,0.58
4836,VALUE,kp,0.536
4837,VALUE,label,0.565
4838,VALUE,lampBallastType,0.392
4839,VALUE,lampCompensationType,0.463
4840,VALUE,language,0.431
4841,VALUE,lastName,0.531
4842,VALUE,lat,0.471
4843,VALUE,leadsTo,0.476
4844,VALUE,legend,0.396
4845,VALUE,length,0.563
4846,VALUE,license,0.533
4847,VALUE,listening,0.517
4848,VALUE,live_in,0.471
4849,VALUE,locatedIn,0.531
4850,VALUE,located_at,0.516
4851,VALUE,located_in,0.531
4852,VALUE,location,0.601
4853,VALUE,logging_interval,0.46
4854,VALUE,logical_node,0.502
4855,VALUE,long,0.493
4856,VALUE,lower,0.582
4857,VALUE,lower_limit,0.553
4858,VALUE,madeBySensor,0.44
4859,VALUE,makesMeasurement,0.558
4860,VALUE,manualOverride,0.364
4861,VALUE,maxCyclesPerDay,0.41
4862,VALUE,max_active_power,0.496
4863,VALUE,max_reactive_power,0.485
4864,VALUE,meansOfNotification,0.362
4865,VALUE,measuresProperty,0.622
4866,VALUE,mechanicalOperated,0.434
4867,VALUE,mediaSource,0.459
4868,VALUE,modified,0.559
4869,VALUE,modified_at,0.542
4870,VALUE,motorDriveType,0.352
4871,VALUE,motorEnclosureType,0.389
4872,VALUE,name,0.6
4873,VALUE,network,0.455
4874,VALUE,next,0.538
4875,VALUE,nodeRemoteControllable,0.356
4876,VALUE,nomialEfficiency,0.495
4877,VALUE,nominalEfficiency,0.629
4878,VALUE,nominalPower,0.581
4879,VALUE,note,0.622
4880,VALUE,notificationPreference,0.419
4881,VALUE,number,0.652
4882,VALUE,numberOfBlades,0.396
4883,VALUE,numberOfCells,0.473
4884,VALUE,numberOfCircuits,0.458
4885,VALUE,numberOfGangs,0.392
4886,VALUE,numberOfPanels,0.41
4887,VALUE,numberOfRows,0.516
4888,VALUE,numberOfSections,0.435
4889,VALUE,numberOsSockets,0.421
4890,VALUE,observationResult,0.606
4891,VALUE,observationSamplingTime,0.512
4892,VALUE,observedProperty,0.591
4893,VALUE,observes,0.468
4894,VALUE,ofActivity,0.526
4895,VALUE,ofEvent,0.529
4896,VALUE,offers,0.505
4897,VALUE,openingHours,0.355
4898,VALUE,opening_hours,0.355
4899,VALUE,operatingMode,0.464
4900,VALUE,operation,0.582
4901,VALUE,operation_sequence,0.477
4902,VALUE,operator,0.571
4903,VALUE,ordered_list,0.444
4904,VALUE,organizationID,0.413
4905,VALUE,organizationName,0.514
4906,VALUE,orientation,0.53
4907,VALUE,origin,0.518
4908,VALUE,otherConversionSystemTypeNotes,0.428
4909,VALUE,owner,0.61
4910,VALUE,partOf,0.526
4911,VALUE,pattern,0.509
4912,VALUE,patternType,0.459
4913,VALUE,performedBy,0.505
4914,VALUE,phaseToPhaseVoltage,0.406
4915,VALUE,phaseType,0.44
4916,VALUE,phaseVoltage,0.507
4917,VALUE,pipeConnectionEnum,0.269
4918,VALUE,placementType,0.493
4919,VALUE,player,0.596
4920,VALUE,powerFactor,0.585
4921,VALUE,prefLabel,0.417
4922,VALUE,preferredNamespacePrefix,0.35
4923,VALUE,preferredNamespaceUri,0.332
4924,VALUE,previous,0.598
4925,VALUE,primary_current,0.537
4926,VALUE,primary_voltage,0.546
4927,VALUE,producesEnergy,0.549
4928,VALUE,producesEnergyType,0.55
4929,VALUE,professionalRegistry,0.471
4930,VALUE,providesTo,0.512
4931,VALUE,publisher,0.534
4932,VALUE,questionNumber,0.552
4933,VALUE,radius,0.557
4934,VALUE,rangeIncludes,0.482
4935,VALUE,reactiveEnergyExport,0.399
4936,VALUE,reactiveEnergyImport,0.389
4937,VALUE,reactivePower,0.478
4938,VALUE,reactive_power,0.478
4939,VALUE,readOutType,0.46
4940,VALUE,readable_name,0.515
4941,VALUE,recommendations,0.512
4942,VALUE,refDevice,0.524
4943,VALUE,refTargetDevice,0.508
4944,VALUE,ref_building,0.488
4945,VALUE,refrigerantClass,0.333
4946,VALUE,region,0.468
4947,VALUE,related_sensor,0.469
4948,VALUE,relatesToMeasurement,0.547
4949,VALUE,relatesToProperty,0.514
4950,VALUE,relativeOccupancyRatio,0.438
4951,VALUE,remoteReading,0.385
4952,VALUE,repetitionsTotal,0.44
4953,VALUE,represents,0.618
4954,VALUE,responsibleTo,0.521
4955,VALUE,reverse_action,0.444
4956,VALUE,rights,0.492
4957,VALUE,role,0.516
4958,VALUE,roughness,0.449
4959,VALUE,routePreference,0.411
4960,VALUE,routeType,0.408
4961,VALUE,sample_interval,0.553
4962,VALUE,sample_rate,0.576
4963,VALUE,scope,0.575
4964,VALUE,scopeNote,0.559
4965,VALUE,secondaryCurrentType,0.481
4966,VALUE,secondary_current,0.497
4967,VALUE,secondary_voltage,0.494
4968,VALUE,seeAlso,0.414
4969,VALUE,sequenceID,0.445
4970,VALUE,sequenceRemoteControllable,0.332
4971,VALUE,serial_number,0.474
4972,VALUE,set_value,0.835
4973,VALUE,shadingDeviceType,0.41
4974,VALUE,size,0.616
4975,VALUE,slot,0.46
4976,VALUE,socketNumber,0.512
4977,VALUE,socketType,0.429
4978,VALUE,softwareReference,0.533
4979,VALUE,source,0.6
4980,VALUE,speed,0.522
4981,VALUE,speedFactor,0.515
4982,VALUE,sprayType,0.421
4983,VALUE,standard,0.601
4984,VALUE,startedAtTime,0.445
4985,VALUE,staticDescription,0.56
4986,VALUE,status,0.637
4987,VALUE,storageType,0.566
4988,VALUE,storesEnergy,0.51
4989,VALUE,storesEnergyType,0.518
4990,VALUE,sub_category,0.373
4991,VALUE,supplier_name,0.509
4992,VALUE,suppliesTo,0.481
4993,VALUE,supported_network,0.437
4994,VALUE,supported_protocol,0.438
4995,VALUE,supportsReselection,0.419
4996,VALUE,supportsSingleSlotSchedulingOnly,0.335
4997,VALUE,switchFunction,0.534
4998,VALUE,tap_position,0.442
4999,VALUE,taskIdentifier,0.475
5000,VALUE,td,0.525
5001,VALUE,temperatureClassification,0.527
5002,VALUE,text,0.552
5003,VALUE,thdCurrent,0.477
5004,VALUE,thdVoltage,0.48
5005,VALUE,ti,0.477
5006,VALUE,timeDuration,0.478
5007,VALUE,time_stamp,0.47
5008,VALUE,title,0.507
5009,VALUE,topDataProperty,0.598
5010,VALUE,topObjectProperty,0.479
5011,VALUE,totalActiveEnergyExport,0.407
5012,VALUE,totalActiveEnergyImport,0.416
5013,VALUE,totalActivePower,0.511
5014,VALUE,totalApparentEnergyExport,0.427
5015,VALUE,totalApparentEnergyImport,0.456
5016,VALUE,totalApparentPower,0.518
5017,VALUE,totalDisplacementPowerFactor,0.463
5018,VALUE,totalPowerFactor,0.58
5019,VALUE,totalReactiveEnergyExport,0.394
5020,VALUE,totalReactiveEnergyImport,0.388
5021,VALUE,totalReactivePower,0.479
5022,VALUE,totalSequencesCountMax,0.483
5023,VALUE,transformerVectorGroup,0.365
5024,VALUE,triggersEventActionConsume,0.386
5025,VALUE,triggersEventActionProduce,0.367
5026,VALUE,type,0.532
5027,VALUE,upper,0.478
5028,VALUE,uses,0.582
5029,VALUE,valueSource,0.851
5030,VALUE,valveMechanism,0.407
5031,VALUE,valveOperation,0.463
5032,VALUE,valvePattern,0.435
5033,VALUE,versionInfo,0.497
5034,VALUE,voltage,0.623
5035,VALUE,voltage_level,0.607
5036,VALUE,waterFlowControlSystemType,0.403
5037,VALUE,width,0.543
5038,VALUE,writable,0.462
5039,VALUE,yearOfInstallation,0.484
