,ot_alliri,ot_classiri,ot_proertyiri
180,https://saref.etsi.org/saref4bldg/ProtectiveDevice,https://saref.etsi.org/saref4bldg/ProtectiveDevice,https://w3id.org/saref#isMeasuredByDevice
181,https://saref.etsi.org/saref4bldg/ProtectiveDeviceTrippingUnit,https://saref.etsi.org/saref4bldg/ProtectiveDeviceTrippingUnit,https://w3id.org/saref#isMeasuredIn
182,https://saref.etsi.org/saref4bldg/Pump,https://saref.etsi.org/saref4bldg/Pump,https://w3id.org/saref#isOfferedBy
183,https://saref.etsi.org/saref4bldg/SanitaryTerminal,https://saref.etsi.org/saref4bldg/SanitaryTerminal,https://w3id.org/saref#isUsedFor
184,https://saref.etsi.org/saref4bldg/Sensor,https://saref.etsi.org/saref4bldg/Sensor,https://w3id.org/saref#makesMeasurement
185,https://saref.etsi.org/saref4bldg/ShadingDevice,https://saref.etsi.org/saref4bldg/ShadingDevice,https://w3id.org/saref#measuresProperty
186,https://saref.etsi.org/saref4bldg/SolarDevice,https://saref.etsi.org/saref4bldg/SolarDevice,https://w3id.org/saref#offers
187,https://saref.etsi.org/saref4bldg/SpaceHeater,https://saref.etsi.org/saref4bldg/SpaceHeater,https://w3id.org/saref#relatesToMeasurement
188,https://saref.etsi.org/saref4bldg/SwitchingDevice,https://saref.etsi.org/saref4bldg/SwitchingDevice,https://w3id.org/saref#relatesToProperty
189,https://saref.etsi.org/saref4bldg/Tank,https://saref.etsi.org/saref4bldg/Tank,https://w3id.org/saref#represents
190,https://saref.etsi.org/saref4bldg/Transformer,https://saref.etsi.org/saref4bldg/Transformer,https://w3id.org/sbeo#accompanying
191,https://saref.etsi.org/saref4bldg/TransportElement,https://saref.etsi.org/saref4bldg/TransportElement,https://w3id.org/sbeo#acquaintanceOf
192,https://saref.etsi.org/saref4bldg/TubeBundle,https://saref.etsi.org/saref4bldg/TubeBundle,https://w3id.org/sbeo#adjacentTo
193,https://saref.etsi.org/saref4bldg/UnitaryControlElement,https://saref.etsi.org/saref4bldg/UnitaryControlElement,https://w3id.org/sbeo#assignedRoute
194,https://saref.etsi.org/saref4bldg/Valve,https://saref.etsi.org/saref4bldg/Valve,https://w3id.org/sbeo#connectedTo
195,https://saref.etsi.org/saref4bldg/VibrationIsolator,https://saref.etsi.org/saref4bldg/VibrationIsolator,https://w3id.org/sbeo#context
196,https://saref.etsi.org/saref4ener/ActivationDelayDurationDescription,https://saref.etsi.org/saref4ener/ActivationDelayDurationDescription,https://w3id.org/sbeo#destination
197,https://saref.etsi.org/saref4ener/ActiveDurationDescription,https://saref.etsi.org/saref4ener/ActiveDurationDescription,https://w3id.org/sbeo#excludedFor
198,https://saref.etsi.org/saref4ener/ActiveDurationMax,https://saref.etsi.org/saref4ener/ActiveDurationMax,https://w3id.org/sbeo#familiarWith
199,https://saref.etsi.org/saref4ener/ActiveDurationMin,https://saref.etsi.org/saref4ener/ActiveDurationMin,https://w3id.org/sbeo#forPerson
200,https://saref.etsi.org/saref4ener/ActiveDurationSumMax,https://saref.etsi.org/saref4ener/ActiveDurationSumMax,https://w3id.org/sbeo#forSpace
201,https://saref.etsi.org/saref4ener/ActiveDurationSumMin,https://saref.etsi.org/saref4ener/ActiveDurationSumMin,https://w3id.org/sbeo#groupSubscription
202,https://saref.etsi.org/saref4ener/AlternativesGroup,https://saref.etsi.org/saref4ener/AlternativesGroup,https://w3id.org/sbeo#hasAbility
203,https://saref.etsi.org/saref4ener/AnticipationDurationDescription,https://saref.etsi.org/saref4ener/AnticipationDurationDescription,https://w3id.org/sbeo#hasActivityStatus
204,https://saref.etsi.org/saref4ener/DefaultDurationDescription,https://saref.etsi.org/saref4ener/DefaultDurationDescription,https://w3id.org/sbeo#hasAvailabilityStatus
205,https://saref.etsi.org/saref4ener/DurationUncertaintyDescription,https://saref.etsi.org/saref4ener/DurationUncertaintyDescription,https://w3id.org/sbeo#hasDescription
206,https://saref.etsi.org/saref4ener/EarliestStartTime,https://saref.etsi.org/saref4ener/EarliestStartTime,https://w3id.org/sbeo#hasDeviationState
207,https://saref.etsi.org/saref4ener/ElapsedSlotTime,https://saref.etsi.org/saref4ener/ElapsedSlotTime,https://w3id.org/sbeo#hasFitnessStatus
208,https://saref.etsi.org/saref4ener/EndTime,https://saref.etsi.org/saref4ener/EndTime,https://w3id.org/sbeo#hasImpact
209,https://saref.etsi.org/saref4ener/EndTimeDurationDescription,https://saref.etsi.org/saref4ener/EndTimeDurationDescription,https://w3id.org/sbeo#hasIntensity
210,https://saref.etsi.org/saref4ener/Energy,https://saref.etsi.org/saref4ener/Energy,https://w3id.org/sbeo#hasMember
211,https://saref.etsi.org/saref4ener/EnergyExpected,https://saref.etsi.org/saref4ener/EnergyExpected,https://w3id.org/sbeo#hasMotionState
212,https://saref.etsi.org/saref4ener/EnergyMax,https://saref.etsi.org/saref4ener/EnergyMax,https://w3id.org/sbeo#hasNavigationalState
213,https://saref.etsi.org/saref4ener/EnergyMin,https://saref.etsi.org/saref4ener/EnergyMin,https://w3id.org/sbeo#hasNavigationalType
214,https://saref.etsi.org/saref4ener/EnergySkewness,https://saref.etsi.org/saref4ener/EnergySkewness,https://w3id.org/sbeo#hasQuality
215,https://saref.etsi.org/saref4ener/EnergyStandardDeviation,https://saref.etsi.org/saref4ener/EnergyStandardDeviation,https://w3id.org/sbeo#hasSeverity
216,https://saref.etsi.org/saref4ener/EventActionConsume,https://saref.etsi.org/saref4ener/EventActionConsume,https://w3id.org/sbeo#installedIn
217,https://saref.etsi.org/saref4ener/EventActionProduce,https://saref.etsi.org/saref4ener/EventActionProduce,https://w3id.org/sbeo#leadsTo
218,https://saref.etsi.org/saref4ener/LatestEndTime,https://saref.etsi.org/saref4ener/LatestEndTime,https://w3id.org/sbeo#locatedIn
219,https://saref.etsi.org/saref4ener/LoadControlEventAction,https://saref.etsi.org/saref4ener/LoadControlEventAction,https://w3id.org/sbeo#lower
220,https://saref.etsi.org/saref4ener/LoadControlEventData,https://saref.etsi.org/saref4ener/LoadControlEventData,https://w3id.org/sbeo#meansOfNotification
221,https://saref.etsi.org/saref4ener/LoadControlStateData,https://saref.etsi.org/saref4ener/LoadControlStateData,https://w3id.org/sbeo#notificationPreference
222,https://saref.etsi.org/saref4ener/PauseDurationDescription,https://saref.etsi.org/saref4ener/PauseDurationDescription,https://w3id.org/sbeo#ofActivity
223,https://saref.etsi.org/saref4ener/PauseDurationMax,https://saref.etsi.org/saref4ener/PauseDurationMax,https://w3id.org/sbeo#ofEvent
224,https://saref.etsi.org/saref4ener/PauseDurationMin,https://saref.etsi.org/saref4ener/PauseDurationMin,https://w3id.org/sbeo#origin
225,https://saref.etsi.org/saref4ener/Power,https://saref.etsi.org/saref4ener/Power,https://w3id.org/sbeo#partOf
226,https://saref.etsi.org/saref4ener/PowerExpected,https://saref.etsi.org/saref4ener/PowerExpected,https://w3id.org/sbeo#performedBy
227,https://saref.etsi.org/saref4ener/PowerMax,https://saref.etsi.org/saref4ener/PowerMax,https://w3id.org/sbeo#player
228,https://saref.etsi.org/saref4ener/PowerMin,https://saref.etsi.org/saref4ener/PowerMin,https://w3id.org/sbeo#refDevice
229,https://saref.etsi.org/saref4ener/PowerProfile,https://saref.etsi.org/saref4ener/PowerProfile,https://w3id.org/sbeo#refTargetDevice
230,https://saref.etsi.org/saref4ener/PowerSequence,https://saref.etsi.org/saref4ener/PowerSequence,https://w3id.org/sbeo#responsibleTo
231,https://saref.etsi.org/saref4ener/PowerSkewness,https://saref.etsi.org/saref4ener/PowerSkewness,https://w3id.org/sbeo#role
232,https://saref.etsi.org/saref4ener/PowerStandardDeviation,https://saref.etsi.org/saref4ener/PowerStandardDeviation,https://w3id.org/sbeo#routePreference
233,https://saref.etsi.org/saref4ener/RemainingSlotTime,https://saref.etsi.org/saref4ener/RemainingSlotTime,https://w3id.org/sbeo#routeType
234,https://saref.etsi.org/saref4ener/ResumeCostEstimated,https://saref.etsi.org/saref4ener/ResumeCostEstimated,https://w3id.org/sbeo#upper
235,https://saref.etsi.org/saref4ener/ResumeEnergyEstimated,https://saref.etsi.org/saref4ener/ResumeEnergyEstimated,https://w3id.org/sbeo#uses
236,https://saref.etsi.org/saref4ener/SlotTimeDurationDescription,https://saref.etsi.org/saref4ener/SlotTimeDurationDescription,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#consumesEnergy
237,https://saref.etsi.org/saref4ener/StartTime,https://saref.etsi.org/saref4ener/StartTime,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#consumesEnergyType
238,https://saref.etsi.org/saref4ener/StartTimeDurationDescription,https://saref.etsi.org/saref4ener/StartTimeDurationDescription,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#contains
239,https://saref.etsi.org/saref4ener/TimePeriod,https://saref.etsi.org/saref4ener/TimePeriod,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#energyConsumedBy
240,https://saref.etsi.org/saref4ener/TimePeriodDurationDescription,https://saref.etsi.org/saref4ener/TimePeriodDurationDescription,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#energyProducedBy
241,https://sargon-n5geh.netlify.app/ontology/1.0/classes/AC-DC,https://sargon-n5geh.netlify.app/ontology/1.0/classes/AC-DC,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#energyTypeConsumedBy
242,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Air_flow_sensor,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Air_flow_sensor,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#energyTypeProducedBy
243,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Air_to_air_heat_recovery,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Air_to_air_heat_recovery,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#hasAssociatedZone
244,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Angle,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Angle,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#hasFloor
245,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Audio_visual_appliance,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Audio_visual_appliance,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#isFloorOf
246,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Battery_storage,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Battery_storage,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#isIn
247,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Boiler,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Boiler,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#producesEnergy
248,https://sargon-n5geh.netlify.app/ontology/1.0/classes/BuildingRelated,https://sargon-n5geh.netlify.app/ontology/1.0/classes/BuildingRelated,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#producesEnergyType
249,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Burner,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Burner,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ProcessOntology.owl#hasInfluenceOn
250,https://sargon-n5geh.netlify.app/ontology/1.0/classes/CO2_level,https://sargon-n5geh.netlify.app/ontology/1.0/classes/CO2_level,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ProcessOntology.owl#isInfluencedBy
251,https://sargon-n5geh.netlify.app/ontology/1.0/classes/CT-VT,https://sargon-n5geh.netlify.app/ontology/1.0/classes/CT-VT,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasDirection
252,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Channel,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Channel,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#hasSpeed
253,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Chiller,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Chiller,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#containsEquation
254,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Coil,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Coil,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#containsU-value
255,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Communication_appliance,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Communication_appliance,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#hasSchedule
256,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Compressor,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Compressor,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/gbBuildingOntology.owl#isEquipmentParameterOf
257,https://sargon-n5geh.netlify.app/ontology/1.0/classes/ControlDevice,https://sargon-n5geh.netlify.app/ontology/1.0/classes/ControlDevice,http://www.owl-ontologies.com/EPC4EU#heatingDegreeDays
258,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Controller,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Controller,https://sargon-n5geh.netlify.app/ontology/1.0/object_properties/has_floor
259,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Convertor,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Convertor,http://energy.linkeddata.es/em-kpi/ontology#hasKPIDefinition
260,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Current,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Current,http://energy.linkeddata.es/em-kpi/ontology#hasMathML
261,https://sargon-n5geh.netlify.app/ontology/1.0/classes/DC-DC,https://sargon-n5geh.netlify.app/ontology/1.0/classes/DC-DC,http://energy.linkeddata.es/em-kpi/ontology#hasYearOfConstruction
262,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Damper,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Damper,http://purl.org/dc/terms/identifier
263,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Electricity_sensor,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Electricity_sensor,http://purl.org/dc/terms/title
264,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Electronic_flow_storage_device,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Electronic_flow_storage_device,http://purl.org/ontology/olo/core#index
265,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Electronic_time_control,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Electronic_time_control,http://purl.org/ontology/olo/core#length
266,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Energy_conversion_device,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Energy_conversion_device,http://schema.org/address
267,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Fan,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Fan,http://schema.org/duration
268,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Filter,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Filter,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasValue
269,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Floor,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Floor,http://www.owl-ontologies.com/EPC4EU#EPnren
270,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow,http://www.owl-ontologies.com/EPC4EU#EPren
271,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_controller,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_controller,http://www.owl-ontologies.com/EPC4EU#EnergyConversionSystemType
272,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_device,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_device,http://www.owl-ontologies.com/EPC4EU#additionalInformation
273,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_meter,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_meter,http://www.owl-ontologies.com/EPC4EU#buildingInfo
274,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_moving_device,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_moving_device,http://www.owl-ontologies.com/EPC4EU#certificateCode
275,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_storage_device,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_storage_device,http://www.owl-ontologies.com/EPC4EU#certificateObject
276,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_terminal,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_terminal,http://www.owl-ontologies.com/EPC4EU#certifierCategory
277,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_terminal_device,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Flow_terminal_device,http://www.owl-ontologies.com/EPC4EU#certifierCode
278,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Frequency,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Frequency,http://www.owl-ontologies.com/EPC4EU#climaticZone
279,https://sargon-n5geh.netlify.app/ontology/1.0/classes/HP,https://sargon-n5geh.netlify.app/ontology/1.0/classes/HP,http://www.owl-ontologies.com/EPC4EU#contactDetails
280,https://sargon-n5geh.netlify.app/ontology/1.0/classes/HV-DC,https://sargon-n5geh.netlify.app/ontology/1.0/classes/HV-DC,http://www.owl-ontologies.com/EPC4EU#currentUseThermal
281,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Humidifier,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Humidifier,http://www.owl-ontologies.com/EPC4EU#dateOfExpiration
282,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Interceptor,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Interceptor,http://www.owl-ontologies.com/EPC4EU#dateOfInspection
283,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Lamp,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Lamp,http://www.owl-ontologies.com/EPC4EU#dateOfIssue
284,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Maqnitute,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Maqnitute,http://www.owl-ontologies.com/EPC4EU#energyCarrierType
285,https://sargon-n5geh.netlify.app/ontology/1.0/classes/PID,https://sargon-n5geh.netlify.app/ontology/1.0/classes/PID,http://www.owl-ontologies.com/EPC4EU#energyConsumption
286,https://sargon-n5geh.netlify.app/ontology/1.0/classes/PMU,https://sargon-n5geh.netlify.app/ontology/1.0/classes/PMU,http://www.owl-ontologies.com/EPC4EU#energyConversionSystemCode
287,https://sargon-n5geh.netlify.app/ontology/1.0/classes/PV,https://sargon-n5geh.netlify.app/ontology/1.0/classes/PV,http://www.owl-ontologies.com/EPC4EU#energyPerformance
288,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Power_meter,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Power_meter,http://www.owl-ontologies.com/EPC4EU#energyPerformanceReference
289,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Pump,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Pump,http://www.owl-ontologies.com/EPC4EU#energySystemCategory
290,https://sargon-n5geh.netlify.app/ontology/1.0/classes/RVK,https://sargon-n5geh.netlify.app/ontology/1.0/classes/RVK,http://www.owl-ontologies.com/EPC4EU#inspireId
291,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Rocf,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Rocf,http://www.owl-ontologies.com/EPC4EU#nomialEfficiency
292,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Room,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Room,http://www.owl-ontologies.com/EPC4EU#nominalEfficiency
293,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Space_heater,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Space_heater,http://www.owl-ontologies.com/EPC4EU#nominalPower
294,https://sargon-n5geh.netlify.app/ontology/1.0/classes/State_of_charge,https://sargon-n5geh.netlify.app/ontology/1.0/classes/State_of_charge,http://www.owl-ontologies.com/EPC4EU#note
295,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Switching_device,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Switching_device,http://www.owl-ontologies.com/EPC4EU#otherConversionSystemTypeNotes
296,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Tank,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Tank,http://www.owl-ontologies.com/EPC4EU#professionalRegistry
297,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Tap_position,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Tap_position,http://www.owl-ontologies.com/EPC4EU#recommendations
298,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Tenant,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Tenant,http://www.owl-ontologies.com/EPC4EU#scope
299,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Timestamp,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Timestamp,http://www.owl-ontologies.com/EPC4EU#softwareReference
300,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Transformer,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Transformer,http://www.owl-ontologies.com/EPC4EU#yearOfInstallation
301,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Tube_bundle,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Tube_bundle,http://www.owl-ontologies.com/questionnaire#answer
302,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Voltage,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Voltage,http://www.owl-ontologies.com/questionnaire#citation
303,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Volume,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Volume,http://www.owl-ontologies.com/questionnaire#country
304,https://sargon-n5geh.netlify.app/ontology/1.0/classes/WPP,https://sargon-n5geh.netlify.app/ontology/1.0/classes/WPP,http://www.owl-ontologies.com/questionnaire#dateModified
305,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Water_flow_sensor,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Water_flow_sensor,http://www.owl-ontologies.com/questionnaire#number
306,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Zone,https://sargon-n5geh.netlify.app/ontology/1.0/classes/Zone,http://www.owl-ontologies.com/questionnaire#organizationID
307,https://w3id.org/saref#ActuatingFunction,https://w3id.org/saref#ActuatingFunction,http://www.owl-ontologies.com/questionnaire#organizationName
308,https://w3id.org/saref#Actuator,https://w3id.org/saref#Actuator,http://www.owl-ontologies.com/questionnaire#questionNumber
309,https://w3id.org/saref#BuildingRelated,https://w3id.org/saref#BuildingRelated,http://www.owl-ontologies.com/questionnaire#region
310,https://w3id.org/saref#CloseCommand,https://w3id.org/saref#CloseCommand,http://www.owl-ontologies.com/questionnaire#text
311,https://w3id.org/saref#CloseState,https://w3id.org/saref#CloseState,http://www.w3.org/2002/07/owl#topDataProperty
312,https://w3id.org/saref#Coal,https://w3id.org/saref#Coal,http://www.w3.org/2003/01/geo/wgs84_pos#alt
313,https://w3id.org/saref#Command,https://w3id.org/saref#Command,http://www.w3.org/2003/01/geo/wgs84_pos#lat
314,https://w3id.org/saref#Commodity,https://w3id.org/saref#Commodity,http://www.w3.org/2003/01/geo/wgs84_pos#long
315,https://w3id.org/saref#Currency,https://w3id.org/saref#Currency,http://www.w3.org/2006/time#inXSDDateTime
316,https://w3id.org/saref#Device,https://w3id.org/saref#Device,http://www.w3.org/ns/sosa/hasSimpleResult
317,https://w3id.org/saref#DoorSwitch,https://w3id.org/saref#DoorSwitch,http://xmlns.com/foaf/0.1/age
318,https://w3id.org/saref#Electricity,https://w3id.org/saref#Electricity,http://xmlns.com/foaf/0.1/firstName
319,https://w3id.org/saref#EnergyMeter,https://w3id.org/saref#EnergyMeter,http://xmlns.com/foaf/0.1/gender
320,https://w3id.org/saref#EnergyRelated,https://w3id.org/saref#EnergyRelated,http://xmlns.com/foaf/0.1/lastName
321,https://w3id.org/saref#EnergyUnit,https://w3id.org/saref#EnergyUnit,https://saref.etsi.org/core/hasDescription
322,https://w3id.org/saref#EventFunction,https://w3id.org/saref#EventFunction,https://saref.etsi.org/core/hasManufacturer
323,https://w3id.org/saref#Function,https://w3id.org/saref#Function,https://saref.etsi.org/core/hasModel
324,https://w3id.org/saref#Gas,https://w3id.org/saref#Gas,https://saref.etsi.org/core/hasTimestamp
325,https://w3id.org/saref#Generator,https://w3id.org/saref#Generator,https://saref.etsi.org/saref4bldg/accessType
326,https://w3id.org/saref#GetCommand,https://w3id.org/saref#GetCommand,https://saref.etsi.org/saref4bldg/application
327,https://w3id.org/saref#GetCurrentMeterValueCommand,https://w3id.org/saref#GetCurrentMeterValueCommand,https://saref.etsi.org/saref4bldg/arrangement
328,https://w3id.org/saref#GetMeterDataCommand,https://w3id.org/saref#GetMeterDataCommand,https://saref.etsi.org/saref4bldg/bladeAction
329,https://w3id.org/saref#GetMeterHistoryCommand,https://w3id.org/saref#GetMeterHistoryCommand,https://saref.etsi.org/saref4bldg/bladeEdge
330,https://w3id.org/saref#GetSensingDataCommand,https://w3id.org/saref#GetSensingDataCommand,https://saref.etsi.org/saref4bldg/bladeShape
331,https://w3id.org/saref#Humidity,https://w3id.org/saref#Humidity,https://saref.etsi.org/saref4bldg/capacityControl
332,https://w3id.org/saref#LevelControlFunction,https://w3id.org/saref#LevelControlFunction,https://saref.etsi.org/saref4bldg/capacityControlType
333,https://w3id.org/saref#Light,https://w3id.org/saref#Light,https://saref.etsi.org/saref4bldg/capacityPeople
334,https://w3id.org/saref#LightSwitch,https://w3id.org/saref#LightSwitch,https://saref.etsi.org/saref4bldg/circuitType
335,https://w3id.org/saref#LightingDevice,https://w3id.org/saref#LightingDevice,https://saref.etsi.org/saref4bldg/colorAppearance
336,https://w3id.org/saref#Load,https://w3id.org/saref#Load,https://saref.etsi.org/saref4bldg/colorRenderingIndex
337,https://w3id.org/saref#Measurement,https://w3id.org/saref#Measurement,https://saref.etsi.org/saref4bldg/controlStrategy
338,https://w3id.org/saref#Meter,https://w3id.org/saref#Meter,https://saref.etsi.org/saref4bldg/endShapeType
339,https://w3id.org/saref#MeteringFunction,https://w3id.org/saref#MeteringFunction,https://saref.etsi.org/saref4bldg/energySource
340,https://w3id.org/saref#MicroRenewable,https://w3id.org/saref#MicroRenewable,https://saref.etsi.org/saref4bldg/evaporationCoolant
341,https://w3id.org/saref#Motion,https://w3id.org/saref#Motion,https://saref.etsi.org/saref4bldg/evaporationMediumType
342,https://w3id.org/saref#MultiLevelState,https://w3id.org/saref#MultiLevelState,https://saref.etsi.org/saref4bldg/failPosition
343,https://w3id.org/saref#NotifyCommand,https://w3id.org/saref#NotifyCommand,https://saref.etsi.org/saref4bldg/finishColor
344,https://w3id.org/saref#Occupancy,https://w3id.org/saref#Occupancy,https://saref.etsi.org/saref4bldg/fireExit
345,https://w3id.org/saref#OffCommand,https://w3id.org/saref#OffCommand,https://saref.etsi.org/saref4bldg/flowArrangement
346,https://w3id.org/saref#OffState,https://w3id.org/saref#OffState,https://saref.etsi.org/saref4bldg/frameSize
347,https://w3id.org/saref#OnCommand,https://w3id.org/saref#OnCommand,https://saref.etsi.org/saref4bldg/frameType
348,https://w3id.org/saref#OnOffFunction,https://w3id.org/saref#OnOffFunction,https://saref.etsi.org/saref4bldg/hasDefrost
